Gene_ID	SRR28479526	SRR28479525
WBGeneC54C6	52.6436	149.725
WBGeneC54C8	0.0	0.0
WBGeneC54D1	128.572	30.3341
WBGeneC54D10	0.0	0.0
WBGeneC54D2	15.81689112398	82.6517
WBGeneC54E10	0.0	607.3213
WBGeneC54E4	175.827	1218.339
WBGeneC54F6	52.1366	0.0
WBGeneC54G10	82.1955	77.8124
WBGeneC54G4	0.0	481.87300000000005
WBGeneC54G6	0.0	0.0
WBGeneC54G7	40.956160000000004	122.131100673666
WBGeneC54H2	478.75	91.2678
WBGeneC55A1	0.0	0.0
WBGeneC55A6	158.246941	205.3494
WBGeneC55B6	111.676	164.1779
WBGeneC55B7	1043.1359	567.468
WBGeneC55C2	0.0	0.0
WBGeneC55C3	0.0	0.0
WBGeneC55F2	0.0	0.0
WBGeneC55H1	0.0	0.0
WBGeneC56A3	143.025	413.782
WBGeneC56C10	1561.8879	1205.0829999999999
WBGeneC56E10	0.0	0.0
WBGeneC56E6	0.0	48.9778
WBGeneC56G2	459.76320000000004	189.8468
WBGeneC56G3	0.0	0.0
WBGeneC56G7	0.0	690.208
WBGeneCC4	0.0	0.0
WBGeneCC8	0.0	82.024862
WBGeneCD4	332.3419	117.18
WBGeneCE7X_3	0.0	0.0
WBGeneD1005	30.3308	28.6748
WBGeneD1007	5345.474	2221.8892
WBGeneD1009	92.4378	69.3578
WBGeneD1014	325.906	103.718
WBGeneD1022	227.58172	258.205
WBGeneD1025	225.248	402.637
WBGeneD1037	615.8909000000001	499.84899999999993
WBGeneD1043	0.0	69.1551
WBGeneD1044	259.262	27.165
WBGeneD1046	132.84449999999998	324.5633
WBGeneD1053	492.20099999999996	126.224
WBGeneD1054	401.052	739.1519000000001
WBGeneD1065	0.0	0.0
WBGeneD1069	1110.562	653.796
WBGeneD1073	0.0	0.0
WBGeneD1079	0.0	0.0
WBGeneD1081	272.624	293.22760000000005
WBGeneD1086	0.0	0.0
WBGeneD2005	193.1966	104.6571
WBGeneD2007	236.753	150.128
WBGeneD2013	288.5856	370.299
WBGeneD2021	0.0	24.777
WBGeneD2023	209.5217	444.798
WBGeneD2024	294.931	140.174
WBGeneD2030	98.7739	890.2016
WBGeneD2045	437.0329037	364.0599102393
WBGeneD2062	0.0	0.0
WBGeneD2063	0.0	0.0
WBGeneD2085	238.9949706603	221.983104905
WBGeneD2089	212.3743	444.791
WBGeneD2092	108.3462	303.6861
WBGeneD2096	808.6187	395.918
WBGeneDC2	241.503	167.204
WBGeneDH11	497.1749	143.303
WBGeneDY3	340.935408444	347.88731179900003
WBGeneE01A2	1115.6511	850.433
WBGeneE01B7	39.83656302	0.0
WBGeneE01F3	76.2371	0.0
WBGeneE01G4	325.2739	0.0
WBGeneE01G6	127.088	20.0604
WBGeneE01H11	49.2884	0.0
WBGeneE02A10	238.8	75.72
WBGeneE02C12	0.0	0.0
WBGeneE02D9	186.456	88.8357
WBGeneE02H1	149.37709999999998	523.0223
WBGeneE02H4	253.5059	49.594301022729994
WBGeneE02H9	0.0	67.9975
WBGeneE03A3	47.6131304644	401.3
WBGeneE03D2	0.0	0.0
WBGeneE03E2	0.0	0.0
WBGeneE03G2	0.0	0.0
WBGeneE03H12	0.0	0.0
WBGeneE03H4	0.0	0.0
WBGeneE04A4	2727.59	2456.6615
WBGeneE04D5	106.6043	0.0
WBGeneE04F6	75.363	339.4040416707
WBGeneEEED8	1475.4806999999998	1654.2367
WBGeneEGAP1	0.0	0.0
WBGeneEGAP2	109.022	0.0
WBGeneEGAP4	0.0	0.0
WBGeneEGAP5	0.0	0.0
WBGeneEGAP7	571.214	546.92
WBGeneEGAP798	0.0	0.0
WBGeneEGAP9	0.0	0.0
WBGeneE_BE45912	0.0	0.0
WBGeneF01D4	0.0	85.5899
WBGeneF01D5	103.388	334.269
WBGeneF01E11	112.909	0.0
WBGeneF01F1	1258.7173	606.8366698131999
WBGeneF01G10	213.6787	154.89679999999998
WBGeneF01G12	567.8904	353.993
WBGeneF01G4	1887.4698047010002	784.6063
WBGeneF02A9	4939.213	1559.0813
WBGeneF02C12	40.6101	65.4804
WBGeneF02C9	0.0	0.0
WBGeneF02D10	0.0	0.0
WBGeneF02D8	0.0	0.0
WBGeneF02E11	0.0	0.0
WBGeneF02E8	288.13963229	203.301
WBGeneF02E9	498.14625	215.552704
WBGeneF02G3	63.922776999999996	120.103
WBGeneF02H6	0.0	0.0
WBGeneF07A11	323.91339999999997	366.13187767
WBGeneF07A5	410.494	200.19425305299998
WBGeneF07B10	0.0	0.0
WBGeneF07B7	15.6858	631.7909999999999
WBGeneF07C3	21.5162	223.0001
WBGeneF07C4	0.0	0.0
WBGeneF07C6	288.318	42.7037
WBGeneF07D10	879.491	211.226
WBGeneF07D3	0.0	0.0
WBGeneF07E5	98.3072	281.206
WBGeneF07F6	0.0	234.359
WBGeneF07G11	0.0	0.0
WBGeneF07G6	0.0	0.0
WBGeneF07H5	1743.494	1246.255
WBGeneF08A10	0.0	0.0
WBGeneF08A7	0.0	0.0
WBGeneF08A8	0.0	107.692
WBGeneF08B1	0.0	0.0
WBGeneF08B12	0.0	1041.1185093977
WBGeneF08B4	97.5405	424.763
WBGeneF08B6	1041.5802	2397.268
WBGeneF08C6	661.459560957	347.1371607
WBGeneF08D12	469.31879999999995	37.3328
WBGeneF08E10	0.0	0.0
WBGeneF08F1	423.2005	412.9946
WBGeneF08F3	73.9698	281.9141
WBGeneF08F8	188.3066	288.0806
WBGeneF08G12	391.8007	315.08389999999997
WBGeneF08G2	144.146	774.5437
WBGeneF08G5	227.8334	179.14
WBGeneF08H9	0.0	0.0
WBGeneF09A5	0.0	0.0
WBGeneF09B12	168.024	494.315
WBGeneF09B9	597.8173	333.283
WBGeneF09C12	0.0	0.0
WBGeneF09C3	23.2151	0.0
WBGeneF09C6	0.0	0.0
WBGeneF09C8	94.4155	59.5155
WBGeneF09D1	0.0	0.0
WBGeneF09D12	0.0	0.0
WBGeneF09E10	42.9609	811.082
WBGeneF09E5	1263.11687007	1533.2123518199999
WBGeneF09E8	0.0	35.469
WBGeneF09F3	0.0	0.0
WBGeneF09F7	1090.6019999999999	2665.5935
WBGeneF09F9	54.418	512.466
WBGeneF09G2	318.4210349166	455.76099999999997
WBGeneF09G8	94.6666	0.0
WBGeneF10A3	0.0	0.0
WBGeneF10B5	1247.2617	1651.4102
WBGeneF10C1	438.02099999999996	296.3497357
WBGeneF10C2	158.7325	133.8235
WBGeneF10C5	51.0945	251.336
WBGeneF10D11	501.7154	282.401
WBGeneF10D2	0.0	0.0
WBGeneF10D7	75.6107	0.0
WBGeneF10E7	1585.1725499999998	2792.0207
WBGeneF10E9	1085.3484	134.125
WBGeneF10F2	305.14024500000005	22.8351
WBGeneF10G2	0.0	0.0
WBGeneF10G7	329.69460000000004	304.128898645
WBGeneF10G8	559.12273	714.7813
WBGeneF11A1	52.0481	49.3402
WBGeneF11A10	951.705553	241.345502
WBGeneF11A3	124.1805	64.362
WBGeneF11A5	0.0	0.0
WBGeneF11A6	139.006	125.2788
WBGeneF11C1	332.2112	306.85040000000004
WBGeneF11C3	203.216	103.26
WBGeneF11C7	69.5975	49.2687
WBGeneF11D11	0.0	0.0
WBGeneF11D5	99.3686	220.64393772800003
WBGeneF11E6	464.353	91.0871
WBGeneF11F1	142.176	0.0
WBGeneF11G11	0.0	336.427
WBGeneF11H8	21.93311	235.3155858909
WBGeneF12A10	0.0	79.3961
WBGeneF12B6	0.0	0.0
WBGeneF12D9	0.0	0.0
WBGeneF12E12	577.2280000000001	437.01
WBGeneF12F3	0.0	0.0
WBGeneF12F6	293.19100000000003	414.1123
WBGeneF13A2	0.0	0.0
WBGeneF13A7	0.0	0.0
WBGeneF13B10	1341.80846	857.4268
WBGeneF13B12	494.4843	403.0464
WBGeneF13B6	0.0	0.0
WBGeneF13B9	223.7281	98.86580000000001
WBGeneF13C5	420.97299999999996	301.0631
WBGeneF13D11	221.16	414.13
WBGeneF13D12	1007.0988	797.4993192000001
WBGeneF13D2	19.496801587540002	0.0
WBGeneF13E6	340.5226	852.3819
WBGeneF13E9	74.6297	214.46949999999998
WBGeneF13G11	286.051	0.0
WBGeneF13G3	295.99266094	448.923315301
WBGeneF13H10	281.858	1187.313472
WBGeneF13H6	324.63159609999997	87.45354866420001
WBGeneF13H8	101.54260000000001	215.8038
WBGeneF14A5	0.0	0.0
WBGeneF14B4	229.6081	135.84830105419
WBGeneF14B6	92.2006	0.0
WBGeneF14B8	334.20210000000003	0.0
WBGeneF14D12	271.81850000000003	99.678074
WBGeneF14D2	261.773	0.0
WBGeneF14D7	0.0	0.0
WBGeneF14E5	26.3694	49.8177
WBGeneF14F11	0.0	401.3
WBGeneF14F3	75.9853	0.0
WBGeneF14F4	62.6446	0.0
WBGeneF14F7	0.0	0.0
WBGeneF14F8	0.0	0.0
WBGeneF14F9	0.0	0.0
WBGeneF14H12	1543.44	907.976
WBGeneF14H3	127.44	487.845
WBGeneF14H8	0.0	183.845
WBGeneF15A2	0.0	28.32799948
WBGeneF15A4	2699.2686000000003	311.181
WBGeneF15A8	0.0	0.0
WBGeneF15B10	259.89	788.3354999999999
WBGeneF15B9	653.6876000000001	485.46607000000006
WBGeneF15C11	173.1477	337.108
WBGeneF15D3	703.05887568	118.040564816
WBGeneF15D4	0.0	744.655
WBGeneF15E11	0.0	334.269
WBGeneF15E6	421.71	168.8974
WBGeneF15G9	7.77316	193.762
WBGeneF15H10	101.674	117.977
WBGeneF15H9	0.0	0.0
WBGeneF16A11	149.64	77.0497
WBGeneF16B12	22.2336	0.0
WBGeneF16B3	0.0	0.0
WBGeneF16B4	114.303	479.8494
WBGeneF16C3	0.0	0.0
WBGeneF16D3	70.2971	163.89010000000002
WBGeneF16F9	81.4315	0.0
WBGeneF16G10	0.0	0.0
WBGeneF16H11	0.0	114.7202
WBGeneF16H6	0.0	0.0
WBGeneF16H9	0.0	0.0
WBGeneF17A2	105.04	0.0
WBGeneF17A9	549.318	240.019
WBGeneF17B5	102.925	0.0
WBGeneF17C11	562.6274	1864.327
WBGeneF17C8	23.4936	296.575
WBGeneF17E5	49.209295069999996	0.0
WBGeneF17E9	0.0	0.0
WBGeneF17H10	82.6009	59.2982
WBGeneF18A1	516.32067357	681.05192696
WBGeneF18A11	83.0219	79.00829999999999
WBGeneF18A12	0.0	0.0
WBGeneF18C12	71.18137	0.0
WBGeneF18C5	219.4244	147.142
WBGeneF18E2	216.6815	257.73720000000003
WBGeneF18E3	0.0	1367.06
WBGeneF18E9	95.3941	186.87469654
WBGeneF18F11	20.890782984	19.726813085200003
WBGeneF18G5	153.999	0.0
WBGeneF18H3	519.2367	421.8729
WBGeneF19B10	162.019	0.0
WBGeneF19B2	0.0	0.0
WBGeneF19B6	567.644	85.7879
WBGeneF19C6	72.602	34.3446
WBGeneF19C7	128.688	246.349
WBGeneF19D8	0.0	0.0
WBGeneF19F10	155.509	365.3721
WBGeneF19G12	0.0	0.0
WBGeneF19H6	121.549438531	257.65070000000003
WBGeneF19H8	167.3484	172.563
WBGeneF20A1	0.0	19.8901
WBGeneF20B10	218.5728	157.342
WBGeneF20B4	0.0	0.0
WBGeneF20B6	275.1785	219.3881
WBGeneF20C5	490.688858280062	480.6508
WBGeneF20D1	157.888	164.17489999999998
WBGeneF20D12	71.47059999999999	82.5296
WBGeneF20D6	120.999	0.0
WBGeneF20E11	0.0	0.0
WBGeneF20G2	0.0	0.0
WBGeneF20G4	49.2436242291	32.4182532012
WBGeneF20H11	15.0615	56.8482
WBGeneF21A10	78.4298	129.8434588986
WBGeneF21A3	0.0	0.0
WBGeneF21A9	0.0	0.0
WBGeneF21C10	621.5267	34.1971
WBGeneF21C3	687.016	329.177
WBGeneF21D12	0.0	0.0
WBGeneF21D5	276.44939999999997	51.5714
WBGeneF21D9	223.46949999999998	0.0
WBGeneF21E9	0.0	341.141
WBGeneF21F3	364.214	145.171
WBGeneF21F8	96.0499	0.0
WBGeneF21G4	0.0	33.066199999999995
WBGeneF21H11	156.1679	10.2384
WBGeneF21H12	44.8027	63.472
WBGeneF21H7	0.0	0.0
WBGeneF22A3	0.0	88.6845
WBGeneF22B3	0.0	0.0
WBGeneF22B5	1306.7966	928.4869
WBGeneF22B7	200.042	94.8989
WBGeneF22B8	0.0	0.0
WBGeneF22D3	651.47365	486.0684714
WBGeneF22D6	1271.2794999999999	286.639
WBGeneF22E10	0.0	0.0
WBGeneF22E12	0.0	0.0
WBGeneF22E5	0.0	211.226
WBGeneF22F1	337.55	161.932
WBGeneF22F4	669.4942	597.6800000000001
WBGeneF22F7	1391.73	174.0187
WBGeneF22G12	0.0	54.518
WBGeneF22H10	0.0	0.0
WBGeneF23A7	2502.94	4983.73
WBGeneF23B12	220.06500999999997	0.0
WBGeneF23B2	194.995	1153.982
WBGeneF23C8	611.4861	323.83299999999997
WBGeneF23D12	0.0	0.0
WBGeneF23F1	406.791	79.9823
WBGeneF23F12	0.0	141.19029999999998
WBGeneF23G4	0.0	0.0
WBGeneF23H11	2037.4165	2452.574
WBGeneF23H12	2529.624	3364.7817
WBGeneF25A2	0.0	0.0
WBGeneF25B3	169.7814	183.0736
WBGeneF25B4	699.6885	101.6115
WBGeneF25B5	610.371739944635	1107.620478303716
WBGeneF25C8	63.8139	0.0
WBGeneF25D1	98.5176	104.468
WBGeneF25D7	216.22729359	205.65120000000002
WBGeneF25E2	90.82245999999999	164.701
WBGeneF25E5	105.16	0.0
WBGeneF25F2	56.178	19.8587
WBGeneF25F6	0.0	0.0
WBGeneF25F8	51.8137	0.0
WBGeneF25G6	111.8846	389.55473900000004
WBGeneF25H2	3378.6093	3062.5823
WBGeneF25H5	509.41769999999997	1346.793049222
WBGeneF25H8	610.935603403	45.0334
WBGeneF25H9	186.4198	0.0
WBGeneF26A1	357.0537	170.48340000000002
WBGeneF26A10	115.102	27.1991
WBGeneF26A3	329.367	138.921
WBGeneF26B1	195.094297	0.0
WBGeneF26C11	0.0	0.0
WBGeneF26D10	1350.491	2085.3022
WBGeneF26D11	98.9478	732.1415218678
WBGeneF26D12	33.23340542142	0.0
WBGeneF26D2	113.457	0.0
WBGeneF26E4	1631.0831	2126.797783
WBGeneF26F12	499.847	277.5463
WBGeneF26F2	0.0	73.04
WBGeneF26F4	525.3103112772	231.6518262131
WBGeneF26G1	42.1734	97.7654
WBGeneF26G5	275.245	173.484
WBGeneF26H11	1873.7554099999998	1142.599
WBGeneF26H9	685.553	233.28050000000002
WBGeneF27B10	0.0	0.0
WBGeneF27B3	0.0	0.0
WBGeneF27C1	0.0	562.42206
WBGeneF27C8	152.981	134.1756
WBGeneF27D4	204.207757792	624.8857
WBGeneF27D9	365.7255	145.7932
WBGeneF27E11	0.0	49.6227
WBGeneF27E5	0.0	0.0
WBGeneF28A10	0.0	171.349
WBGeneF28A12	105.28	0.0
WBGeneF28B1	0.0	0.0
WBGeneF28B12	177.48649999999998	88.473
WBGeneF28B3	490.078	399.1079
WBGeneF28B4	32.549403999999996	57.604699999999994
WBGeneF28C1	199.08327	134.25871999999998
WBGeneF28C10	0.0	0.0
WBGeneF28C12	0.0	0.0
WBGeneF28C6	2251.763	329.177
WBGeneF28D1	2968.0874	2535.1241
WBGeneF28D9	107.816	102.23
WBGeneF28E10	0.0	61.4349
WBGeneF28F5	74.3619	87.0614
WBGeneF28F8	1882.82	65.4804
WBGeneF28F9	95.5572	135.806
WBGeneF28G4	0.0	0.0
WBGeneF28H1	633.1077	575.482
WBGeneF28H6	220.3469	218.5297
WBGeneF28H7	0.0	0.0
WBGeneF29A7	0.0	126.408
WBGeneF29B9	2863.742	1427.7792
WBGeneF29C12	312.1422	213.3282
WBGeneF29C4	282.59315318425996	158.28688
WBGeneF29C6	0.0	0.0
WBGeneF29D10	0.0	27.0126
WBGeneF29D11	44.7538	122.4677
WBGeneF29F11	364.332	59.5018
WBGeneF29G6	14.9312894	39.1012
WBGeneF29G9	297.553	389.80600188347
WBGeneF30A10	280.90891	267.0957
WBGeneF30B5	0.0	0.0
WBGeneF30D4	0.0	0.0
WBGeneF30F8	402.765	292.9406
WBGeneF30H5	281.658	210.5019
WBGeneF31A3	80.33390402667	0.0
WBGeneF31A9	0.0	0.0
WBGeneF31B12	17.298	0.0
WBGeneF31B9	0.0	0.0
WBGeneF31C3	15973.3157	25931.5723
WBGeneF31D4	540.992	782.701
WBGeneF31D5	193.7739369	54.3879924
WBGeneF31E3	2083.5688999999998	3213.646
WBGeneF31E8	62.6838	347.661
WBGeneF31E9	0.0	0.0
WBGeneF31F4	0.0	0.0
WBGeneF31F6	0.0	0.0
WBGeneF31F7	0.0	0.0
WBGeneF32A11	93.4174	0.0
WBGeneF32A5	220.02400000000003	267.246
WBGeneF32A6	147.106	0.0
WBGeneF32A7	268.8259	144.618
WBGeneF32B4	136.736	0.0
WBGeneF32B5	0.0	439.3565
WBGeneF32B6	201.797	307.3599
WBGeneF32D1	337.7087	930.0425139096
WBGeneF32D8	2191.1577215615	1634.23
WBGeneF32E10	715.0404	594.4578
WBGeneF32F2	45.7593	238.1937
WBGeneF32G8	0.0	161.756
WBGeneF32H2	409.97619999999995	580.1039000000001
WBGeneF32H5	0.0	0.0
WBGeneF33A8	2050.557	1963.7628
WBGeneF33C8	98.343	23.2268
WBGeneF33D11	719.0527999999999	643.25951222802
WBGeneF33D4	227.98974	428.76219000000003
WBGeneF33E11	0.0	243.9342
WBGeneF33E2	502.6686613726	170.637766
WBGeneF33G12	89.2118	92.1524
WBGeneF33H1	300.753	658.4055000000001
WBGeneF33H12	0.0	0.0
WBGeneF33H2	228.25879999999998	369.60979999999995
WBGeneF34D10	511.9257	0.0
WBGeneF34D6	0.0	109.483
WBGeneF34H10	0.0	0.0
WBGeneF35A5	53.8871	25.419
WBGeneF35B12	0.0	0.0
WBGeneF35B3	116.19124	36.654
WBGeneF35C11	46.7115	0.0
WBGeneF35C12	0.0	0.0
WBGeneF35C5	0.0	89.4777
WBGeneF35C8	195.6562	576.543
WBGeneF35D11	77.8163	173.83161798
WBGeneF35D2	0.0	233.9008
WBGeneF35D6	0.0	0.0
WBGeneF35E12	0.0	0.0
WBGeneF35E2	0.0	0.0
WBGeneF35E8	0.0	0.0
WBGeneF35F10	73.4972	0.0
WBGeneF35F11	0.0	0.0
WBGeneF35G12	442.3811	1021.30146
WBGeneF35G2	447.3325	359.938
WBGeneF35G8	0.0	0.0
WBGeneF35H10	97.4668	61.1149
WBGeneF35H12	188.67489999999998	54.8687
WBGeneF35H8	169.6134	0.0
WBGeneF36A2	3341.2524883370997	2880.2325
WBGeneF36A4	432.9356	484.39959999999996
WBGeneF36D1	0.0	0.0
WBGeneF36D3	82.0852	0.0
WBGeneF36D4	155.8284	396.45890310291
WBGeneF36F12	0.0	0.0
WBGeneF36F2	195.89190000000002	184.97789999999998
WBGeneF36G3	93.3618	0.0
WBGeneF36G9	0.0	0.0
WBGeneF36H1	1461.645	1374.472298835
WBGeneF36H12	107.998	0.0
WBGeneF36H2	135.689	0.0
WBGeneF36H5	253.2799	39.3319
WBGeneF36H9	406.811	354.254
WBGeneF37A4	30.261	1125.5225
WBGeneF37A8	559.266	0.0
WBGeneF37B1	0.0	0.0
WBGeneF37B12	132.964	0.0
WBGeneF37B4	0.0	220.773
WBGeneF37C12	6800.3833217837	6673.82
WBGeneF37C4	0.0	0.0
WBGeneF37D6	0.0	108.90104900000001
WBGeneF37E3	38.8938	73.6193
WBGeneF37F2	0.0	455.539
WBGeneF37H8	0.0	146.15
WBGeneF38A1	39.3933	0.0
WBGeneF38A3	843.049	230.311
WBGeneF38A5	64.078776	522.286
WBGeneF38A6	235.3202	232.0756
WBGeneF38B2	0.0	0.0
WBGeneF38B6	48.766	144.9649
WBGeneF38B7	284.289890334	40.756000742
WBGeneF38C2	0.0	0.0
WBGeneF38E1	150.85	71.7106
WBGeneF38E11	258.556	161.5711
WBGeneF38E9	386.5253777241	530.628127329
WBGeneF38G1	0.0	85.5339
WBGeneF38H12	0.0	0.0
WBGeneF38H4	722.006305294	282.548334311
WBGeneF39B1	0.0	17.4688
WBGeneF39B2	2224.11598	4454.54989
WBGeneF39B3	0.0	0.0
WBGeneF39C12	134.26482	5.66921
WBGeneF39D8	47.74503	0.0
WBGeneF39E9	0.0	0.0
WBGeneF39F10	0.0	0.0
WBGeneF39G3	211.0892	0.0
WBGeneF39H11	54.3537	603.7937
WBGeneF39H12	59.4277	112.358
WBGeneF39H2	0.0	111.454
WBGeneF40A3	72.742	238.194
WBGeneF40B1	0.0	0.0
WBGeneF40B5	147.466	0.0
WBGeneF40C5	402.208	0.0
WBGeneF40D4	0.0	0.0
WBGeneF40E10	657.3099	584.99179
WBGeneF40E12	0.0	0.0
WBGeneF40E3	0.0	0.0
WBGeneF40F11	2702.337	2259.3369000000002
WBGeneF40F12	42.0577	0.0
WBGeneF40F4	2364.4121606	3449.6659022000003
WBGeneF40F8	1769.73	1634.6044
WBGeneF40F9	626.1030000000001	460.9932
WBGeneF40G12	0.0	80.4276
WBGeneF40G9	154.776	699.62
WBGeneF40H3	0.0	0.0
WBGeneF40H6	0.0	0.0
WBGeneF40H7	0.0	0.0
WBGeneF41A4	0.0	44.0493
WBGeneF41B4	0.0	0.0
WBGeneF41B5	0.0	87.93303999999999
WBGeneF41C3	77.6523	0.0
WBGeneF41C6	174.698	0.0
WBGeneF41D3	0.0	0.0
WBGeneF41D9	179.371193	36.5304
WBGeneF41E6	646.20430175961	544.06800899813
WBGeneF41E7	0.0	0.0
WBGeneF41F3	13320.827200000002	7136.8764
WBGeneF41G3	163.0515	894.0749
WBGeneF41G4	352.834	125.554
WBGeneF41H10	312.78340000000003	0.0
WBGeneF41H8	0.0	0.0
WBGeneF42A10	199.16486	296.352
WBGeneF42A6	1295.32253989	1360.382
WBGeneF42A8	125.017	0.0
WBGeneF42A9	102.295	85.5384
WBGeneF42C5	2863.2585	2522.1346
WBGeneF42D1	0.0	59.4202
WBGeneF42E11	898.0708999999999	529.376
WBGeneF42E8	0.0	0.0
WBGeneF42F12	0.0	0.0
WBGeneF42G10	73.4386	0.0
WBGeneF42G2	43.83468	41.50999
WBGeneF42G4	0.0	0.0
WBGeneF42G8	538.3388	555.0153
WBGeneF42G9	623.00626954	1072.65467449
WBGeneF42H10	995.5899816900001	769.9985899999999
WBGeneF42H11	0.0	43.8266
WBGeneF43A11	0.0	0.0
WBGeneF43B10	147.80880000000002	158.546
WBGeneF43C1	0.0	582.0816
WBGeneF43C11	0.0	113.053
WBGeneF43C9	0.0	116.706
WBGeneF43D2	0.0	0.0
WBGeneF43D9	716.7924	385.373
WBGeneF43E12	0.0	0.0
WBGeneF43E2	326.09319999999997	1247.8659
WBGeneF43G6	143.06	271.4211
WBGeneF43G9	310.153	560.1161682000001
WBGeneF43H9	141.303	0.0
WBGeneF44A2	313.10159999999996	0.0
WBGeneF44A6	742.817	311.371
WBGeneF44B9	342.8129	435.01
WBGeneF44C4	0.0	31.1814188
WBGeneF44C8	94.95962415	0.0
WBGeneF44D12	152.40800783020998	57.63570821701
WBGeneF44E2	1367.0333	365.26599999999996
WBGeneF44E5	3566.2799999999997	947.2984
WBGeneF44E7	126.2733041873	551.619
WBGeneF44F1	191.177	247.0755
WBGeneF44F4	0.0	0.0
WBGeneF44G3	0.0	0.0
WBGeneF44G4	604.134	353.576
WBGeneF45B8	117.065	0.0
WBGeneF45C12	125.528	0.0
WBGeneF45D11	0.0	323.864
WBGeneF45D3	232.9596	84.3273
WBGeneF45E1	206.0206	1374.971
WBGeneF45E10	143.57975	57.0519
WBGeneF45E12	420.73175310199997	152.41269999999997
WBGeneF45E4	883.7384	1063.7827
WBGeneF45E6	0.0	41.7976
WBGeneF45F2	1146.5682	51.0952
WBGeneF45G2	278.5162	847.693
WBGeneF45H10	167.321	0.0
WBGeneF45H11	122.847	2749.4080000000004
WBGeneF45H7	44.846297279400005	84.712
WBGeneF46A8	0.0	0.0
WBGeneF46A9	450.556	2012.616
WBGeneF46B3	0.0	0.0
WBGeneF46B6	416.0352666	174.0491
WBGeneF46C3	24.074765346	58.9689
